version,doi,B_COUNTRY,B_COUNTRY_ALPHA,C_COW_NUM,C_COW_ALPHA,A_YEAR,D_INTERVIEW,J_INTDATE,FW_END,FW_START,K_TIME_START,K_TIME_END,K_DURATION,Q_MODE,N_REGION_ISO,N_REGION_WVS,N_TOWN,G_TOWNSIZE,G_TOWNSIZE2,H_SETTLEMENT,H_URBRURAL,I_PSU,O1_LONGITUDE,O2_LATITUDE,S_INTLANGUAGE,LNGE_ISO,E_RESPINT,F_INTPRIVACY,E1_LITERACY,W_WEIGHT,S018,PWGHT,Y001,Y002,Y003,SACSECVAL,SACSECVALB,RESEMAVAL,RESEMAVALB,I_AUTHORITY,I_NATIONALISM,I_DEVOUT,DEFIANCE,I_RELIGIMP,I_RELIGBEL,I_RELIGPRAC,DISBELIEF,I_NORM1,I_NORM2,I_NORM3,RELATIVISM,I_TRUSTARMY,I_TRUSTPOLICE,I_TRUSTCOURTS,SCEPTICISM,I_INDEP,I_IMAGIN,I_NONOBED,AUTONOMY,I_WOMJOB,I_WOMPOL,I_WOMEDU,EQUALITY,I_HOMOLIB,I_ABORTLIB,I_DIVORLIB,CHOICE,I_VOICE1,I_VOICE2,I_VOI2_00,VOICE,SECVALWGT,WEIGHT1A,WEIGHT1B,WEIGHT2A,WEIGHT2B,WEIGHT3A,WEIGHT3B,WEIGHT4A,WEIGHT4B,RESEMAVALBWGT,RESEMAVALWGT,SECVALBWGT,Y001_1,Y001_2,Y001_3,Y001_4,Y001_5
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071919,20200411,202004,202003,11.37,12.42,65,2,364007,364013,364999,5,3,5,2,10935,51.02,35.57,3490,fa,1,2,1,1,0.6671114,3.81588,3,3,1,0.527222,0.611111,0.529259,0.225185,1,0,0,0.333333,1,1,0.666667,0.888889,0,0,0,0,0.66,1,1,0.886667,1,0,1,0.666667,0.25,0.66,0.33,0.413333,0.111111,0,0,0.037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071926,20200402,202004,202003,14.22,16.06,103,2,364001,364006,364999,5,3,5,2,10035,46.41,37.37,3490,fa,2,1,2,1,0.6671114,3.81588,2,1,-2,0.178028,0.110556,0.194167,0.263333,0,0,0.33,0.11,0,0,0.333333,0.111111,1,NA,0,0.491,0,0,0,0,0,0,0,0,0.25,1,0.33,0.526667,0,0,0,0,0,0.5,0.25,0.25,0.915,1,1,1,1,0.66,1,1,1,1,1,1,1,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071928,20200403,202004,202003,13.3,15.07,97,2,364001,364006,364999,5,3,5,2,10035,46.41,37.37,3490,fa,1,2,1,1,0.6671114,3.81588,1,1,-2,0.096667,0.193333,0.286639,0.573278,0,0,0.33,0.11,0.33,0,0.5,0.276667,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,1,0.75,NA,0.333333,0.555556,0.396556,0,0,0,0,1,1,1,1,1,1,0.66,1,1,0.83,0.915,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071931,20200403,202004,202003,18.12,19.43,91,2,364015,364004,364999,3,2,5,2,12507,57.94,28.63,3490,fa,2,2,2,1,0.6671114,3.81588,2,2,1,0.056389,0.082778,0.207917,0,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0,0,NA,0.06,1,0,1,0.666667,0,0,0,0,0,0,0,0,0.33,0,0.165,0.165,0.915,1,1,1,1,1,1,0.66,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071933,20200403,202004,202003,18.42,19.54,72,2,364019,364001,364999,3,2,5,2,13056,50.32,37.01,3490,fa,1,1,1,1,0.6671114,3.81588,0,1,-1,0.277778,0.055556,0.166111,0.332222,0,0,0,0,0,0,0.333333,0.111111,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.66,0.22,0.444444,0.777778,0.111111,0.444444,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071936,20200327,202004,202003,20.54,22.34,100,2,364004,364009,364999,2,1,5,2,10652,51.04,32.7,3490,fa,2,2,1,1,0.6671114,3.81588,3,2,0,0.374444,0.138889,0.426713,0.312593,0.5,0,0,0.166667,0,0,0.333333,0.111111,1,1,1,1,0,0.33,0.33,0.22,0,1,1,0.666667,0,0.66,0.66,0.44,0,0,0.555556,0.185185,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071941,20200330,202004,202003,18.33,21.32,180,2,364013,364008,364999,5,3,5,2,11850,61.1,25.59,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,-1,0.1525,0.305,0.31125,0.373333,0,0,0.33,0.11,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,1,0,0.333333,0.25,0.33,0.66,0.413333,0,0.555556,0.444444,0.333333,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071948,20200404,202004,202003,14.35,15.44,69,2,364014,364003,364999,3,2,5,2,12031,54.3,28.79,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,-1,0.041667,0.083333,0.12375,0.165,0,0,0,0,0,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.66,0.33,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071955,20200327,202004,202003,16.42,18.47,125,2,364004,364009,364999,2,1,5,2,10652,51.04,32.7,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,0,0.249167,0.388333,0.32787,0.489074,1,0,0,0.333333,0.33,0,1,0.443333,0,0,0,0,0,0.33,0.33,0.22,0,1,0,0.333333,0.5,0.66,0.33,0.496667,0,1,0.444444,0.481481,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071956,20200326,202004,202003,13.33,15.32,119,2,364022,364021,364999,2,1,5,2,13511,50.11,35.32,3490,fa,2,1,1,1,0.6671114,3.81588,3,2,1,0.539722,0.471111,0.691296,0.759259,0.5,0,0.33,0.276667,0.33,1,0.666667,0.665556,1,1,0,0.666667,0.66,0.33,0.66,0.55,0,1,1,0.666667,1,1,1,1,0.444444,0.444444,0.666667,0.518519,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071958,20200325,202004,202003,19.41,20.59,78,2,364021,364002,364999,4,2,5,2,13273,52.6,36.5,3490,fa,1,2,1,1,0.6671114,3.81588,0,1,-1,0.263333,0.25,0.159167,0.151667,1,0,0,0.333333,0,0,0.5,0.166667,1,0,0,0.333333,0,0.33,0.33,0.22,0,0,1,0.333333,0.25,0.33,0.33,0.303333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071962,20200412,202004,202003,13.19,15.05,106,2,364007,364013,364999,5,3,5,2,10935,51.02,35.57,3490,fa,3,2,1,1,0.6671114,3.81588,1,1,0,0.221111,0.165556,0.342037,0.392407,0,0,0.33,0.11,0.33,0,0.333333,0.221111,1,0,0,0.333333,0,0.33,0.33,0.22,0,0,1,0.333333,0.25,0.33,0.33,0.303333,0,0.777778,0.666667,0.481481,0,0.5,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071965,20200326,202004,202003,13.25,15.02,97,2,364021,364002,364999,5,3,5,2,13367,51.51,36.63,3490,fa,2,1,1,1,0.6671114,3.81588,1,2,0,0.276111,0.442222,0.28537,0.239074,1,0.66,0.66,0.773333,0,0,0.333333,0.111111,0,0,0,0,0,0,0.66,0.22,0,0,1,0.333333,0,0.66,0.33,0.33,0,0,0.444444,0.148148,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071968,20200330,202004,202003,11.23,12.57,94,2,364030,364029,364999,3,2,5,2,11213,60.6,35.48,3490,fa,1,1,1,1,0.6671114,3.81588,3,3,0,0.055,0.055,0.310185,0.037037,0,0,0,0,0.33,0,0,0.11,0,0,0,0,0,0,0.33,0.11,1,0,1,0.666667,0,0,0,0,0.222222,0,0,0.074074,1,0,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071978,20200325,202004,202003,20.45,22.35,110,2,364021,364002,364999,4,2,5,2,13273,52.6,36.5,3490,fa,1,1,2,1,0.6671114,3.81588,2,2,1,0.304444,0.110556,0.262917,0.11,0,0,0.33,0.11,0,0,0.333333,0.111111,1,1,0,0.666667,0,0.66,0.33,0.33,0,1,1,0.666667,0,0.33,0.33,0.22,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071981,20200326,202004,202003,17.55,19.48,113,2,364028,364027,364999,4,2,5,2,12329,50.12,36.28,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,1,0.248889,0.221111,0.427269,0.313704,0,0,0.33,0.11,0.33,0,0.666667,0.332222,0,1,0,0.333333,0,0.33,0.33,0.22,1,0,1,0.666667,0,0.33,0.33,0.22,0,0.555556,0.666667,0.407407,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071987,20200324,202004,202003,13.3,14.33,63,2,364022,364021,364999,2,1,5,2,13497,49.12,33.75,3490,fa,1,2,1,1,0.6671114,3.81588,1,1,-2,0.263611,0.193889,0.196204,0.392407,0.5,0.33,0,0.276667,0,0,0.333333,0.111111,1,1,0,0.666667,0,0,0,0,0,0,0,0,0.25,0.66,1,0.636667,0,0,0.444444,0.148148,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071989,20200326,202004,202003,14.21,15.42,81,2,364002,364005,364999,5,3,5,2,10264,44.77,38.32,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,0,0.485,0.305,0.385602,0.35537,0,0,0.33,0.11,0,1,0.5,0.5,1,1,1,1,0.33,0.33,0.33,0.33,0,1,1,0.666667,0.25,0.33,0.33,0.303333,0.111111,0.555556,0.555556,0.407407,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364071993,20200403,202004,202003,15.36,16.45,69,2,364019,364001,364999,3,2,5,2,13056,50.32,37.01,3490,fa,1,1,1,1,0.6671114,3.81588,4,3,-1,0.110833,0.166667,0.444444,0.055556,0.5,0,0,0.166667,0,0,0.5,0.166667,0,0,0,0,0,0,0.33,0.11,0,1,1,0.666667,0,0,0,0,0,0,0.333333,0.111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072003,20200402,202004,202003,18.12,19.59,107,2,364019,364001,364999,3,2,5,2,13056,50.32,37.01,3490,fa,1,2,1,1,0.6671114,3.81588,2,2,-1,0.041667,0.083333,0.37375,0.206667,0.5,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.666667,0.25,0.33,0.66,0.413333,0,0,0,0,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072011,20200330,202004,202003,13,14.16,76,2,364006,364015,364999,1,1,5,2,10879,50.32,30.06,3490,fa,2,2,1,1,0.6671114,3.81588,2,2,0,0.305556,0.111111,0.207917,0.166667,0.5,0,0,0.166667,0,0,0.166667,0.055556,1,1,1,1,0,0,0,0,0,0,1,0.333333,0,0,0,0,0,0,1,0.333333,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072012,20200411,202004,202003,10.13,11.56,103,2,364007,364013,364999,5,3,5,2,10935,51.02,35.57,3490,fa,3,2,2,1,0.6671114,3.81588,2,2,0,0.124444,0.138889,0.520417,0.625,0,0,0,0,0,0,0.833333,0.277778,0,0,0,0,0,0.33,0.33,0.22,1,0,1,0.666667,0.75,1,0,0.583333,0,1,1,0.666667,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072019,20200329,202004,202003,14.21,15.43,82,2,364011,364024,364999,3,2,5,2,11720,48.12,35.89,3490,fa,1,1,1,1,0.6671114,3.81588,2,2,1,0.055,0,0.392546,0.369259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.22,1,0,1,0.666667,0,0.33,0.33,0.22,0,1,0.555556,0.518519,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072021,20200325,202004,202003,20.11,21.26,75,2,364022,364021,364999,2,1,5,2,13497,49.12,33.75,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,1,0.318889,0.304444,0.369537,0.239074,1,0.33,0.33,0.553333,0,0,0.166667,0.055556,1,0,1,0.666667,0,0,0,0,1,1,1,1,0,0.33,0.66,0.33,0,0,0.444444,0.148148,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072023,20200324,202004,202003,9.15,11.39,144,2,364029,364030,364999,5,3,5,2,11104,59.4,32.75,3490,fa,2,1,2,1,0.6671114,3.81588,2,2,0,0.166667,0.166667,0.217176,0.018519,0.5,0,0,0.166667,0,0,0.5,0.166667,0,1,0,0.333333,0,0,0,0,0,1,1,0.666667,0,0,0,0,0.111111,0,0,0.037037,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072032,20200325,202004,202003,14.38,16,82,2,364028,364027,364999,4,2,5,2,12329,50.12,36.28,3490,fa,1,2,1,1,0.6671114,3.81588,3,2,2,0.138333,0.276667,0.525833,0.261667,0,0,0.33,0.11,0.33,0,1,0.443333,0,0,0,0,0,0,0,0,1,1,1,1,0.25,0.66,0.66,0.523333,0,0,0,0,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072034,20200329,202004,202003,15.15,16.43,88,2,364010,364010,364999,4,2,5,2,11563,48.52,32.31,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,0,0.096389,0.082778,0.18,0.193333,0,0,0.33,0.11,0,0,0.166667,0.055556,0,0,0,0,0,0.33,0.33,0.22,0,0,1,0.333333,0.5,0.33,0.33,0.386667,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072035,20200328,202004,202003,22.1,23.13,63,2,364027,364028,364999,5,3,5,2,12975,55.37,37.29,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,-1,0.221944,0.110556,0.055,0.11,0,0,0.33,0.11,0,0,0.333333,0.111111,1,1,0,0.666667,0,0,0,0,0,0,0,0,0,0.33,0.33,0.22,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072040,20200328,202004,202003,18.5,20.2,90,2,364010,364010,364999,2,1,5,2,11656,49.73,30.57,3490,fa,1,1,1,1,0.6671114,3.81588,3,2,0,0.110278,0.165556,0.494954,0.574074,0,0,0.66,0.22,0,0,0.333333,0.111111,0,0,0,0,0,0,0.33,0.11,0,1,1,0.666667,0,1,1,0.666667,0,0.444444,1,0.481481,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072041,20200328,202004,202003,14.01,15.09,68,2,364011,364024,364999,3,2,5,2,11720,48.12,35.89,3490,fa,2,2,1,1,0.6671114,3.81588,4,3,1,0.069167,0.138333,0.478333,0.29,0,0,0.33,0.11,0,0,0.5,0.166667,0,0,0,0,0,0,0,0,0,0,1,0.333333,0.75,0.33,0.66,0.58,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072042,20200325,202004,202003,14.53,16.2,87,2,364002,364005,364999,4,2,5,2,10212,44.65,37.76,3490,fa,1,1,1,1,0.6671114,3.81588,4,3,1,0.055556,0.111111,0.541111,0.373889,0.5,0,0,0.166667,0,0,0.166667,0.055556,0,0,0,0,0,0,0,0,1,1,0,0.666667,0.25,0.33,0.33,0.303333,0,0.666667,0.666667,0.444444,1,0.5,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072044,20200324,202004,202003,15.24,17.26,122,2,364031,364031,364999,5,3,5,2,11434,57.23,37.3,3490,fa,1,1,1,1,0.6671114,3.81588,0,1,1,0.305,0.276667,0.221111,0.275556,0,0,0.33,0.11,0.33,0,1,0.443333,0,1,1,0.666667,0,0,0,0,0,0,1,0.333333,0,0.66,0.66,0.44,0,0,0.333333,0.111111,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072045,20200326,202004,202003,17.24,18.3,67,2,364027,364028,364999,4,2,5,2,12919,54.49,36.89,3490,fa,2,1,1,1,0.6671114,3.81588,1,1,-2,0.125,0.083333,0,0,0,0,0,0,0,0,0.5,0.166667,0,0,1,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072056,20200325,202004,202003,16.14,17.36,82,2,364028,364027,364999,4,2,5,2,12329,50.12,36.28,3490,fa,2,2,1,1,0.6671114,3.81588,1,1,0,0.208056,0.027778,0.316852,0.30037,0,0,0,0,0,0,0.166667,0.055556,1,0,1,0.666667,0,0,0.33,0.11,1,0,1,0.666667,0.25,0.33,0,0.193333,0,0.444444,0.777778,0.407407,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072059,20200329,202004,202003,14.07,15.28,81,2,364013,364008,364999,5,3,5,2,11850,61.1,25.59,3490,fa,1,1,1,1,0.6671114,3.81588,4,3,2,0.319167,0.138333,0.756389,0.512778,0,0,0.33,0.11,0,0,0.5,0.166667,1,1,1,1,0,0,0,0,1,1,1,1,0.75,0.33,0.33,0.47,0.777778,0.666667,0.222222,0.555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072072,20200405,202004,202003,13.1,14.28,78,2,364014,364003,364999,3,2,5,2,12031,54.3,28.79,3490,fa,1,1,1,1,0.6671114,3.81588,5,3,-1,0.323042,0.314417,0.536481,0.531296,1,0,0,0.333333,0,NA,0.5,0.2955,0,1,0,0.333333,0.33,0.33,0.33,0.33,0,0,1,0.333333,0.75,0.66,1,0.803333,0,0.333333,0.444444,0.259259,1,0.5,0.75,0.75,0.915,1,1,0.66,1,1,1,1,1,1,1,0.83,1,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072078,20200327,202004,202003,11.26,12.37,71,2,364021,364002,364999,3,2,5,2,13418,51.17,36.71,3490,fa,2,2,1,1,0.6671114,3.81588,4,2,-1,0.388611,0.222222,0.297361,0.220556,0.5,0,0,0.166667,0,0,0.833333,0.277778,1,1,1,1,0,0,0.33,0.11,1,0,0,0.333333,0,0.33,0.66,0.33,0,0,0.333333,0.111111,0.33,0.5,0.415,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072080,20200327,202004,202003,19.4,20.54,75,2,364021,364002,364999,5,3,5,2,13367,51.51,36.63,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,-1,0.2075,0.138333,0.29125,0.333333,0,0,0.33,0.11,0,0,0.5,0.166667,1,0,0,0.333333,0,0,0.66,0.22,0,0,1,0.333333,0,1,1,0.666667,0,0,0,0,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072084,20200328,202004,202003,19.12,21.2,128,2,364016,364011,364999,3,2,5,2,12425,47.13,35.55,3490,fa,1,2,1,1,0.6671114,3.81588,4,3,1,0.554167,0.776667,0.624444,0.540556,1,0.66,0,0.553333,1,1,1,1,0,0,0,0,1,0.66,0.33,0.663333,0,1,1,0.666667,0.25,1,0.66,0.636667,1,0,0.333333,0.444444,1,0.5,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072088,20200328,202004,202003,13.14,14.3,76,2,364010,364010,364999,2,1,5,2,11656,49.73,30.57,3490,fa,1,2,1,1,0.6671114,3.81588,2,1,1,0.318333,0.083333,0.339167,0.22,0,0,0,0,0,0,0.5,0.166667,1,1,0,0.666667,0.66,0.33,0.33,0.44,1,0,1,0.666667,0,0.66,0.66,0.44,0,0,0,0,0,0.5,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072090,20200324,202004,202003,11.28,13.06,98,2,364021,364002,364999,4,2,5,2,13273,52.6,36.5,3490,fa,2,1,1,1,0.6671114,3.81588,0,1,2,0.141888,0.110556,0.333056,0.332778,0,0,0.33,0.11,0,0,0.333333,0.111111,0,0,0,0,0.33,0.33,NA,0.34644,1,0,1,0.666667,0,1,0.33,0.443333,0,0,0.666667,0.222222,0,0,0,0,0.915,1,1,1,1,1,1,0.66,1,1,1,1,0,0,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072092,20200327,202004,202003,17.3,18.3,60,2,364022,364021,364999,2,1,5,2,13511,50.11,35.32,3490,fa,2,2,1,1,0.6671114,3.81588,3,2,2,0.400833,0.193333,0.633148,0.476296,0,0,0.33,0.11,0.33,0,0.5,0.276667,1,1,0,0.666667,0.66,0.66,0.33,0.55,1,1,1,1,0.75,1,0.33,0.693333,0,0.333333,0.444444,0.259259,0.66,0.5,0.58,0.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072099,20200327,202004,202003,12.22,14.14,112,2,364021,364002,364999,3,2,5,2,13418,51.17,36.71,3490,fa,1,1,1,1,0.6671114,3.81588,1,2,-1,0.1525,0.138333,0.581389,0.664444,0,0,0.33,0.11,0,0,0.5,0.166667,1,0,0,0.333333,0,0,0,0,1,1,0,0.666667,1,0.66,0.66,0.773333,0,0.666667,1,0.555556,0.66,0,0.33,0.33,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072102,20200402,202004,202003,17.23,18.23,60,2,364001,364006,364999,5,3,5,2,10035,46.41,37.37,3490,fa,1,1,1,1,0.6671114,3.81588,-2,1,0,0.206038,0.221667,0.200833,0.235,0.5,0,0.33,0.276667,0,0,0.5,0.166667,0,0,0,0,NA,0.66,0,0.38082,0,0,1,0.333333,0.75,0.33,0.33,0.47,0,0,0,0,0,0,0,0,0.915,1,1,1,1,1,1,0.66,1,1,1,1,0,0,0,0,-2
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072105,20200410,202004,202003,20.12,22.14,122,2,364025,364023,364999,3,2,5,2,13792,54.45,31.53,3490,fa,1,1,1,1,0.6671114,3.81588,5,3,2,0.290833,0.471667,0.573519,0.147037,1,0.33,0,0.443333,0,1,0.5,0.5,0,0,0,0,0,0.33,0.33,0.22,1,1,1,1,0,0,0.66,0.22,0,0,0.222222,0.074074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072106,20200330,202004,202003,18.17,19.48,91,2,364006,364015,364999,1,1,5,2,10879,50.32,30.06,3490,fa,3,2,1,1,0.6671114,3.81588,4,3,-1,0.193333,0.055,0.309352,0.243704,0,0,0.33,0.11,0,0,0,0,0,0,1,0.333333,0.33,0.33,0.33,0.33,0,0,0,0,0.25,0.66,0.33,0.413333,0,0.111111,0.111111,0.074074,1,0.5,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1-5-0 (2020-11-16),doi.org/10.14281/18241.1,364,IRN,630,IRN,2020,364072114,20200405,202004,202003,16.08,17.07,60,2,364014,364003,364999,3,2,5,2,12031,54.3,28.79,3490,fa,2,1,1,1,0.6671114,3.81588,1,2,-1,0.430278,0.305556,0.336435,0.423704,1,0,0,0.333333,0,0,0.833333,0.277778,1,1,1,1,0,0.33,0,0.11,1,0,0,0.333333,0,0.66,0.66,0.44,0,0.777778,0.444444,0.407407,0.33,0,0.165,0.165,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
